Domain,Course Title,Rating,Number Enrolled,Like Ratio,Number of Modules,Review 1,Review 2,Review 3,URL,,,,
Deep Learning,Probabilistic Graphical Models Specialization,4.6,"26,450",N/A,3 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/probabilistic-graphical-models,,,,
Deep Learning,Deploying Machine Learning Models,3.5,"10,470",N/A,5 modules,"4
Reviewed on Dec 7, 2020
I Liked the Course in general especially the recommender component. I would seriously recommend making major improvements and clarification to the capstone project.",N/A,N/A,https://www.coursera.org/learn/deploying-machine-learning-models,,,,
Deep Learning,Generative AI Foundations,N/A,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/generative-ai-foundations,,,,
Deep Learning,ReactJS Development and Project-Based Learning,N/A,N/A,N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-reactjs-development-and-project-based-learning-kqbcr,,,,
Deep Learning,AI Applications in People Management,4.8,"12,813",N/A,4 modules,"4
Reviewed on Apr 22, 2024
The course content is great; the questions in the quizzes are not specific.","5
Reviewed on Jul 19, 2023
Excellent course and extremely informative. The last module explained AI perfectly!","5
Reviewed on Feb 8, 2023
Very useful course! Tutors were engaging and the course content challenging. Very pleased to have studied and passed it.",https://www.coursera.org/learn/wharton-ai-applications-people-management,,,,
Deep Learning,Strategizing the Use of Generative AI in Learning Design,N/A,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/strategizing-the-use-of-generative-ai-in-learning-design,,,,
Deep Learning,Machine Learning with PySpark: Recommender System,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/machine-learning-with-pyspark-recommender-system,,,,
Deep Learning,Machine Learning Operations with Vertex AI: Model Evaluation,N/A,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/machine-learning-operations-with-vertex-ai-model-evaluation,,,,
Deep Learning,Explainable AI (XAI) Specialization,N/A,N/A,N/A,3 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/explainable-artificial-intelligence-xai,,,,
Deep Learning,Data Engineering with Rust,3.5,"3,072",N/A,4 modules,"5
Reviewed on Feb 4, 2024
This course helps me to up skill during my career break","5
Reviewed on Aug 31, 2024
Love how the content is not watered down. Videos are very efficient at conveying information.",N/A,https://www.coursera.org/learn/data-engineering-rust,,,,
Deep Learning,No-Code Machine Learning Using Amazon AWS SageMaker Canvas,N/A,N/A,N/A,12 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-no-code-machine-learning-using-amazon-aws-sagemaker-canvas-kfvgb,,,,
Deep Learning,"Cloud Computing Applications, Part 2: Big Data and Applications in the Cloud",4.3,"30,946",N/A,5 modules,"4
Reviewed on Oct 11, 2016
The course could use a programming assignment to go along with the lectures.","5
Reviewed on Sep 28, 2020
Very Interesting topics. Nice Lecture. Thanks professors","4
Reviewed on May 23, 2020
Good learning about big data and real life scenarios esp. Yahoo.",https://www.coursera.org/learn/cloud-applications-part2,,,,
Deep Learning,CertNexus Certified Artificial Intelligence Practitioner Professional Certificate,4.4,"7,250",N/A,5 course series,N/A,N/A,N/A,https://www.coursera.org/professional-certificates/certified-artificial-intelligence-practitioner,,,,
Deep Learning,"Teach English Now! Second Language Listening, Speaking, and Pronunciation",4.9,"82,248",98%,6 modules,"5
Reviewed on Dec 26, 2020
As always, great course. I just wish there were more examples for pronunciation activities just like in the speaking and listening section. But in any case, the course was so informative and engaging!","5
Reviewed on May 18, 2020
Very dynamic instructors,Dr.Shane Dixon,Jessica Cinco,Dr. justin Shewell,Thank you.It has been a very interesting,practical course from the beginning to the end.","5
Reviewed on Oct 17, 2020
The course was as great as the last ones. Although the language in the quizzes are usually error free, I found some typos in the questions in quizzes. Please check.",https://www.coursera.org/learn/tesol-speaking,,,,
Deep Learning,Teach English Now! Technology Enriched Teaching,4.9,"49,867",99%,6 modules,"5
Reviewed on Jan 19, 2020
Everything about Teach English Now is worth every second of my time and effort. The content, the approach, and most especially the professors - everything is immaculate.","5
Reviewed on Jun 24, 2020
The information for laid out very well and it was more informative then most tech classes/PDs I’ve sat through. It’s also a great way to be exposed to multiple tech aids/website suggestions at once.","5
Reviewed on Aug 3, 2021
Thanks for the course, thanks for the AZU team, It provided me a general ideas of applying technology in teaching and gave me courage to use more technology into my classes.",https://www.coursera.org/learn/tesol-technology,,,,
Deep Learning,IBM AI Enterprise Workflow Specialization,4.4,"6,797",N/A,6 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/ibm-ai-workflow,,,,
Deep Learning,Foundations of AI and Machine Learning,N/A,"1,508",N/A,5 modules,N/A,N/A,N/A,https://www.coursera.org/learn/foundations-of-ai-and-machine-learning,,,,
Deep Learning,"DevOps, DataOps, MLOps",4.1,"24,119",93%,5 modules,"5
Reviewed on Aug 22, 2024
Great learning resources, concise presentations, and clear explanations of all topics","5
Reviewed on Jun 25, 2024
Very well explained and great step by step examples","5
Reviewed on Jun 24, 2024
Extremely usefull to understand concepts of MLOps, containers, CI/CD",https://www.coursera.org/learn/devops-dataops-mlops-duke,,,,
Deep Learning,Build Better Generative Adversarial Networks (GANs),4.7,"30,591",93%,3 modules,"5
Reviewed on Apr 23, 2021
Me gustaron mucho los temas en general, aunque me gustaría que en los videos hablen de las dimensiones de los tensores, a mí eso me ayudaría mucho a entender rápido","5
Reviewed on May 13, 2021
The course knowledge grows like progressive grower and the knowledge I gained is making my neurons run faster thank you for such a great course","5
Reviewed on Mar 13, 2022
This course reignited my interest in and passion about ML. I can hardly imagine the much I dont know that awaits me out there! I can barely wait for the third course!",https://www.coursera.org/learn/build-better-generative-adversarial-networks-gans,,,,
Deep Learning,H2O GPTe Learning Path,N/A,N/A,N/A,6 modules,N/A,N/A,N/A,https://www.coursera.org/learn/h2ogpte-learning-path,,,,
Deep Learning,Повышение эффективности глубоких нейросетей,N/A,N/A,N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/deep-neural-network-ru,,,,
Deep Learning,Data Pipelines with TensorFlow Data Services,4.5,"27,966",93%,4 modules,"5
Reviewed on May 11, 2020
Great Experience of Learning and finally came to know in more depth about Tensorflow and definitely I shall use it for future work.","4
Reviewed on Oct 3, 2020
Just what i needed. Would have gotten 5 starts, if they fix the last lab.","5
Reviewed on Jul 8, 2020
First 3 weeks are really nice but for me week 4 was a bit tough with very less explanation",https://www.coursera.org/learn/data-pipelines-tensorflow,,,,
Deep Learning,Lesson | Express Yourself: Pronunciation,4.6,"112,663",99%,1 module,"4
Reviewed on Sep 26, 2023
Good option to get practice and best understand in English.","5
Reviewed on Jun 4, 2022
Very interesting lesson with unusual for me topic.","5
Reviewed on Jun 4, 2021
This course was great and amazing who develop your learning skills.",https://www.coursera.org/learn/lesson-express-yourself-pronunciation,,,,
Deep Learning,Learn English Specialization,4.3,"53,037",N/A,4 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/learn-english,,,,
Deep Learning,Lesson | Business English Skills: How to Write Effective Openings and Closings to Emails,4.5,"90,753",99%,1 module,"4
Reviewed on Oct 10, 2020
Nice shot to learn email closing & opening methods presentably.","5
Reviewed on Jul 4, 2020
It's a nice course indeed for any professional person who really wants to write a professional mail.","4
Reviewed on Jul 17, 2020
Simple ways to write effectively openings and closings emails.",https://www.coursera.org/learn/lesson-business-english-skills-how-to-write-effective-openings-and-closings-to-emails,,,,
Deep Learning,Art and Science of Machine Learning en Français,N/A,N/A,N/A,7 modules,N/A,N/A,N/A,https://www.coursera.org/learn/art-science-ml-fr,,,,
Deep Learning,Basic Image Classification with TensorFlow,N/A,"26,065",N/A,Guided Project,"5
Reviewed on Jul 17, 2022
An exellent short course which a total newbie like me was able to fully understand. The instructor was amazing in explaining.","5
Reviewed on Nov 5, 2023
Easy to follow and to get back to hands on fluency if you have some background already, if not it's a good start as well.","5
Reviewed on Jul 26, 2020
The instructor explains it very nicely.
Good course to understand the basic classification of the image using TensorFlow & Keras",https://www.coursera.org/projects/tensorflow-beginner-basic-image-classification,,,,
Deep Learning,Detecting COVID-19 with Chest X-Ray using PyTorch,N/A,"12,540",N/A,Guided Project,"5
Reviewed on Oct 5, 2020
KUDOS TO THE INSTRUCTOR FOR A COMPREHENSIVE GUIDED MODULE.","5
Reviewed on Jan 24, 2022
Good explanations + code. Everything so smooth and understandable. Great lector!","5
Reviewed on Oct 6, 2020
Excellent course.
My special thanks goes to Coursera and course supervisor",https://www.coursera.org/projects/covid-19-detection-x-ray,,,,
Deep Learning,The History and Relevance of the Rise of Generative AI,N/A,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/history-and-relevance-of-generative-ai,,,,
Deep Learning,Mastering Data Analysis with Pandas: Learning Path Part 2,N/A,"2,973",N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/mastering-data-analysis-with-pandas-learning-path-part-2,,,,
Deep Learning,Business English: Making Presentations,4.8,"80,835",97%,4 modules,"5
Reviewed on Feb 16, 2021
This is a great course. I am happy to have enrolled and completed this course!","5
Reviewed on Jun 1, 2019
I enjoyed this course, and it was a really productive time for me. There was a lot of helpful and useful vocabulary. Thank you so much for this topic.","5
Reviewed on Oct 6, 2020
Thank you very much for affording me this opportunity. I have learnt a lot from this course and I am looking forward to start the next one.",https://www.coursera.org/learn/business-english-presentations,,,,
Deep Learning,Art and Science of Machine Learning em Português Brasileiro,4.7,N/A,N/A,7 modules,N/A,N/A,N/A,https://www.coursera.org/learn/art-science-ml-br,,,,
Deep Learning,Master Data Analysis with Pandas: Learning Path 1 (Enhanced),N/A,"1,755",N/A,Guided Project,"4
Reviewed on Sep 29, 2024
Good instructor and material but videos were a pain to keep adjusting quality to be able to see the text.","5
Reviewed on Feb 8, 2023
Thoroughly enjoyed this guided course. The teacher used great examples such as stock prices and crypto which an area of interest of mine","5
Reviewed on Nov 25, 2023
Pandas Series ... the basics are covered quickly and effectively.",https://www.coursera.org/projects/master-data-analysis-with-pandas-learning-path-1-enhanced,,,,
Deep Learning,Business English: Capstone Project,4.7,"13,792",98%,7 modules,"4
Reviewed on Jul 10, 2020
We have learnt a lot from the inputs given by the facilitator.","5
Reviewed on Mar 5, 2017
One of the greatest specializations on this platform, 5 stars :)","5
Reviewed on Aug 13, 2024
The course was interesting and useful. Thanks to everyone who ran this course.",https://www.coursera.org/learn/business-english-capstone,,,,
Deep Learning,Google Cloud Big Data and Machine Learning Fundamentals en Español,4.7,"21,988",97%,7 modules,"5
Reviewed on Nov 24, 2020
Realmente muy conforme con el curso! Aprendi mucho sobre GCP y las ventajas que ofrece al momento de procesar grandes caudales de datos para asi, determinar la mejor arquitectura.","5
Reviewed on Nov 3, 2019
Un curso excelente con los detalles necesarios para iniciarse en el mundo del Big Data y Machine Learning y conocer acerca de las tecnologias que provee GCP","5
Reviewed on Sep 24, 2020
Es un completo paquete introductorio sobre la Infraestructura GCP en torno a ML y BD que brinda la posibilidad de entender a nivel General el funcionamiento de Data Science al interior de Google.",https://www.coursera.org/learn/gcp-big-data-ml-fundamentals-es,,,,
